period,session_id,region,device,user_segment,peak_hour,promo_shown,app_open,store_view,cart_add,checkout_start,order_placed,sessions
baseline,ORD-00397,south,android,power_user,1,1,1,1,1,1,1,1
baseline,ORD-00398,south,web,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00399,south,ios,casual,0,0,1,1,1,1,0,1
baseline,ORD-00400,south,android,power_user,0,0,1,1,1,1,0,1
baseline,ORD-00401,south,web,new_user,1,1,1,1,1,1,0,1
baseline,ORD-00402,south,ios,casual,1,0,1,1,1,1,0,1
baseline,ORD-00403,south,android,power_user,0,0,1,1,1,1,0,1
baseline,ORD-00404,south,web,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00405,south,ios,casual,0,1,1,1,1,1,1,1
baseline,ORD-00406,south,android,power_user,1,0,1,1,1,1,1,1
baseline,ORD-00407,south,web,new_user,1,0,1,1,1,1,1,1
baseline,ORD-00408,south,ios,casual,0,0,1,1,1,1,1,1
baseline,ORD-00409,south,android,power_user,0,1,1,1,1,1,1,1
baseline,ORD-00410,south,web,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00411,south,ios,casual,1,0,1,1,1,1,1,1
baseline,ORD-00412,south,android,power_user,1,0,1,1,1,1,0,1
baseline,ORD-00413,south,web,new_user,0,1,1,1,1,1,0,1
baseline,ORD-00414,south,ios,casual,0,0,1,1,1,1,0,1
baseline,ORD-00415,south,android,power_user,0,0,1,1,1,0,0,1
baseline,ORD-00416,south,web,new_user,1,0,1,1,1,0,0,1
baseline,ORD-00417,south,ios,casual,1,1,1,1,1,0,0,1
baseline,ORD-00418,south,android,power_user,0,0,1,1,0,0,0,1
baseline,ORD-00419,south,web,new_user,0,0,1,1,0,0,0,1
baseline,ORD-00420,south,ios,casual,0,0,1,1,0,0,0,1
baseline,ORD-00421,south,android,power_user,1,1,1,1,0,0,0,1
baseline,ORD-00422,south,web,new_user,1,0,1,1,0,0,0,1
baseline,ORD-00423,south,ios,casual,0,0,1,1,0,0,0,1
baseline,ORD-00424,south,android,power_user,0,0,1,1,0,0,0,1
baseline,ORD-00425,south,web,new_user,0,1,1,1,0,0,0,1
baseline,ORD-00426,south,ios,casual,1,0,1,0,0,0,0,1
baseline,ORD-00427,south,android,power_user,1,0,1,0,0,0,0,1
baseline,ORD-00428,south,web,new_user,0,0,1,0,0,0,0,1
baseline,ORD-00429,south,ios,casual,0,1,1,0,0,0,0,1
baseline,ORD-00430,south,android,power_user,0,0,1,0,0,0,0,1
baseline,ORD-00431,south,web,new_user,1,0,1,1,1,1,1,1
baseline,ORD-00432,south,ios,casual,1,0,1,1,1,1,1,1
baseline,ORD-00433,south,android,power_user,0,1,1,1,1,1,1,1
baseline,ORD-00434,south,web,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00435,south,ios,casual,0,0,1,1,1,1,1,1
baseline,ORD-00436,south,android,power_user,1,0,1,1,1,1,1,1
baseline,ORD-00437,south,web,new_user,1,1,1,1,1,1,0,1
baseline,ORD-00438,south,ios,casual,0,0,1,1,1,1,0,1
baseline,ORD-00439,south,android,power_user,0,0,1,1,1,1,0,1
baseline,ORD-00440,south,web,new_user,0,0,1,1,1,0,0,1
baseline,ORD-00441,south,ios,casual,1,1,1,1,1,0,0,1
baseline,ORD-00442,south,android,power_user,1,0,1,1,1,0,0,1
baseline,ORD-00443,south,web,new_user,0,0,1,1,1,0,0,1
baseline,ORD-00444,south,ios,casual,0,0,1,1,1,0,0,1
baseline,ORD-00445,south,android,power_user,0,1,1,1,1,0,0,1
baseline,ORD-00446,south,web,new_user,1,0,1,1,1,1,1,1
baseline,ORD-00447,south,ios,casual,1,0,1,1,1,1,1,1
baseline,ORD-00448,south,android,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00449,south,web,new_user,0,1,1,1,1,1,0,1
baseline,ORD-00450,south,ios,casual,0,0,1,1,1,1,0,1
baseline,ORD-00451,south,android,power_user,1,0,1,1,1,1,0,1
baseline,ORD-00452,south,web,new_user,1,0,1,1,1,1,0,1
baseline,ORD-00453,south,ios,casual,0,1,1,1,1,1,0,1
baseline,ORD-00454,south,android,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00455,south,web,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00456,south,ios,casual,1,0,1,1,1,1,1,1
baseline,ORD-00457,south,android,power_user,1,1,1,1,1,1,1,1
baseline,ORD-00458,south,web,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00459,south,ios,casual,0,0,1,1,1,1,1,1
baseline,ORD-00460,south,android,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00461,south,web,new_user,1,1,1,1,1,1,1,1
baseline,ORD-00462,south,ios,casual,1,0,1,1,1,1,0,1
baseline,ORD-00463,south,android,power_user,0,0,1,1,1,1,0,1
baseline,ORD-00464,south,web,new_user,0,0,1,1,1,1,0,1
baseline,ORD-00465,south,ios,casual,0,1,1,1,1,0,0,1
baseline,ORD-00466,south,android,power_user,1,0,1,1,1,0,0,1
baseline,ORD-00467,south,web,new_user,1,0,1,1,1,0,0,1
baseline,ORD-00468,south,ios,casual,0,0,1,1,0,0,0,1
baseline,ORD-00469,south,android,power_user,0,1,1,1,0,0,0,1
baseline,ORD-00470,south,web,new_user,0,0,1,1,0,0,0,1
baseline,ORD-00471,south,ios,casual,1,0,1,1,0,0,0,1
baseline,ORD-00472,south,android,power_user,1,0,1,1,0,0,0,1
baseline,ORD-00473,south,web,new_user,0,1,1,1,0,0,0,1
baseline,ORD-00474,south,ios,casual,0,0,1,1,0,0,0,1
baseline,ORD-00475,south,android,power_user,0,0,1,1,0,0,0,1
baseline,ORD-00476,south,web,new_user,1,0,1,0,0,0,0,1
baseline,ORD-00477,south,ios,casual,1,1,1,0,0,0,0,1
baseline,ORD-00478,south,android,power_user,0,0,1,0,0,0,0,1
baseline,ORD-00479,south,web,new_user,0,0,1,0,0,0,0,1
baseline,ORD-00480,south,ios,casual,0,0,1,0,0,0,0,1
baseline,ORD-00481,south,android,power_user,1,1,1,1,1,1,1,1
baseline,ORD-00482,south,web,new_user,1,0,1,1,1,1,1,1
baseline,ORD-00483,south,ios,casual,0,0,1,1,1,1,1,1
baseline,ORD-00484,south,android,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00485,south,web,new_user,0,1,1,1,1,1,1,1
baseline,ORD-00486,south,ios,casual,1,0,1,1,1,1,1,1
baseline,ORD-00487,south,android,power_user,1,0,1,1,1,1,0,1
baseline,ORD-00488,south,web,new_user,0,0,1,1,1,1,0,1
baseline,ORD-00489,south,ios,casual,0,1,1,1,1,1,0,1
baseline,ORD-00490,south,android,power_user,0,0,1,1,1,0,0,1
baseline,ORD-00491,south,web,new_user,1,0,1,1,1,0,0,1
baseline,ORD-00492,south,ios,casual,1,0,1,1,1,0,0,1
baseline,ORD-00493,south,android,power_user,0,1,1,1,1,0,0,1
baseline,ORD-00494,south,web,new_user,0,0,1,1,1,0,0,1
baseline,ORD-00495,south,ios,casual,0,0,1,1,1,0,0,1
baseline,ORD-00496,south,android,power_user,1,0,1,1,1,1,1,1
baseline,ORD-00497,south,web,new_user,1,1,1,1,1,1,1,1
baseline,ORD-00498,south,ios,casual,0,0,1,1,1,1,1,1
baseline,ORD-00499,south,android,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00500,south,web,new_user,0,0,1,1,1,1,0,1
baseline,ORD-00501,east,ios,power_user,1,1,1,1,1,1,1,1
baseline,ORD-00502,east,android,new_user,1,0,1,1,1,1,1,1
baseline,ORD-00503,east,web,casual,0,0,1,1,1,1,1,1
baseline,ORD-00504,east,ios,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00505,east,android,new_user,0,1,1,1,1,1,1,1
baseline,ORD-00506,east,web,casual,1,0,1,1,1,1,1,1
baseline,ORD-00507,east,ios,power_user,1,0,1,1,1,1,1,1
baseline,ORD-00508,east,android,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00509,east,web,casual,0,1,1,1,1,1,0,1
baseline,ORD-00510,east,ios,power_user,0,0,1,1,1,1,0,1
baseline,ORD-00511,east,android,new_user,1,0,1,1,1,1,0,1
baseline,ORD-00512,east,web,casual,1,0,1,1,1,1,0,1
baseline,ORD-00513,east,ios,power_user,0,1,1,1,1,1,0,1
baseline,ORD-00514,east,android,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00515,east,web,casual,0,0,1,1,1,1,1,1
baseline,ORD-00516,east,ios,power_user,1,0,1,1,1,1,1,1
baseline,ORD-00517,east,android,new_user,1,1,1,1,1,1,1,1
baseline,ORD-00518,east,web,casual,0,0,1,1,1,1,1,1
baseline,ORD-00519,east,ios,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00520,east,android,new_user,0,0,1,1,1,0,0,1
baseline,ORD-00521,east,web,casual,1,1,1,1,1,0,0,1
baseline,ORD-00522,east,ios,power_user,1,0,1,1,1,0,0,1
baseline,ORD-00523,east,android,new_user,0,0,1,1,1,0,0,1
baseline,ORD-00524,east,web,casual,0,0,1,1,1,0,0,1
baseline,ORD-00525,east,ios,power_user,0,1,1,1,1,0,0,1
baseline,ORD-00526,east,android,new_user,1,0,1,1,1,1,1,1
baseline,ORD-00527,east,web,casual,1,0,1,1,1,1,1,1
baseline,ORD-00528,east,ios,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00529,east,android,new_user,0,1,1,1,1,1,1,1
baseline,ORD-00530,east,web,casual,0,0,1,1,1,1,1,1
baseline,ORD-00531,east,ios,power_user,1,0,1,1,1,1,1,1
baseline,ORD-00532,east,android,new_user,1,0,1,1,1,1,1,1
baseline,ORD-00533,east,web,casual,0,1,1,1,1,1,1,1
baseline,ORD-00534,east,ios,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00535,east,android,new_user,0,0,1,1,1,1,0,1
baseline,ORD-00536,east,web,casual,1,0,1,1,1,1,0,1
baseline,ORD-00537,east,ios,power_user,1,1,1,1,1,1,0,1
baseline,ORD-00538,east,android,new_user,0,0,1,1,0,0,0,1
baseline,ORD-00539,east,web,casual,0,0,1,1,0,0,0,1
baseline,ORD-00540,east,ios,power_user,0,0,1,1,0,0,0,1
baseline,ORD-00541,east,android,new_user,1,1,1,1,0,0,0,1
baseline,ORD-00542,east,web,casual,1,0,1,1,0,0,0,1
baseline,ORD-00543,east,ios,power_user,0,0,1,1,0,0,0,1
baseline,ORD-00544,east,android,new_user,0,0,1,1,0,0,0,1
baseline,ORD-00545,east,web,casual,0,1,1,1,0,0,0,1
baseline,ORD-00546,east,ios,power_user,1,0,1,0,0,0,0,1
baseline,ORD-00547,east,android,new_user,1,0,1,0,0,0,0,1
baseline,ORD-00548,east,web,casual,0,0,1,0,0,0,0,1
baseline,ORD-00549,east,ios,power_user,0,1,1,0,0,0,0,1
baseline,ORD-00550,east,android,new_user,0,0,1,0,0,0,0,1
baseline,ORD-00551,east,web,casual,1,0,1,1,1,1,1,1
baseline,ORD-00552,east,ios,power_user,1,0,1,1,1,1,1,1
baseline,ORD-00553,east,android,new_user,0,1,1,1,1,1,1,1
baseline,ORD-00554,east,web,casual,0,0,1,1,1,1,1,1
baseline,ORD-00555,east,ios,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00556,east,android,new_user,1,0,1,1,1,1,1,1
baseline,ORD-00557,east,web,casual,1,1,1,1,1,1,1,1
baseline,ORD-00558,east,ios,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00559,east,android,new_user,0,0,1,1,1,1,0,1
baseline,ORD-00560,east,web,casual,0,0,1,1,1,1,0,1
baseline,ORD-00561,east,ios,power_user,1,1,1,1,1,1,0,1
baseline,ORD-00562,east,android,new_user,1,0,1,1,1,1,0,1
baseline,ORD-00563,east,web,casual,0,0,1,1,1,1,0,1
baseline,ORD-00564,east,ios,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00565,east,android,new_user,0,1,1,1,1,1,1,1
baseline,ORD-00566,east,web,casual,1,0,1,1,1,1,1,1
baseline,ORD-00567,east,ios,power_user,1,0,1,1,1,1,1,1
baseline,ORD-00568,east,android,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00569,east,web,casual,0,1,1,1,1,1,1,1
baseline,ORD-00570,east,ios,power_user,0,0,1,1,1,0,0,1
baseline,ORD-00571,east,android,new_user,1,0,1,1,1,0,0,1
baseline,ORD-00572,east,web,casual,1,0,1,1,1,0,0,1
baseline,ORD-00573,east,ios,power_user,0,1,1,1,1,0,0,1
baseline,ORD-00574,east,android,new_user,0,0,1,1,1,0,0,1
baseline,ORD-00575,east,web,casual,0,0,1,1,1,0,0,1
baseline,ORD-00576,east,ios,power_user,1,0,1,1,1,1,1,1
baseline,ORD-00577,east,android,new_user,1,1,1,1,1,1,1,1
baseline,ORD-00578,east,web,casual,0,0,1,1,1,1,1,1
baseline,ORD-00579,east,ios,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00580,east,android,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00581,east,web,casual,1,1,1,1,1,1,1,1
baseline,ORD-00582,east,ios,power_user,1,0,1,1,1,1,1,1
baseline,ORD-00583,east,android,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00584,east,web,casual,0,0,1,1,1,1,0,1
baseline,ORD-00585,east,ios,power_user,0,1,1,1,1,1,0,1
baseline,ORD-00586,east,android,new_user,1,0,1,1,1,1,0,1
baseline,ORD-00587,east,web,casual,1,0,1,1,1,1,0,1
baseline,ORD-00588,east,ios,power_user,0,0,1,1,0,0,0,1
baseline,ORD-00589,east,android,new_user,0,1,1,1,0,0,0,1
baseline,ORD-00590,east,web,casual,0,0,1,1,0,0,0,1
baseline,ORD-00591,east,ios,power_user,1,0,1,1,0,0,0,1
baseline,ORD-00592,east,android,new_user,1,0,1,1,0,0,0,1
baseline,ORD-00593,east,web,casual,0,1,1,1,0,0,0,1
baseline,ORD-00594,east,ios,power_user,0,0,1,1,0,0,0,1
baseline,ORD-00595,east,android,new_user,0,0,1,1,0,0,0,1
baseline,ORD-00596,east,web,casual,1,0,1,0,0,0,0,1
baseline,ORD-00597,east,ios,power_user,1,1,1,0,0,0,0,1
baseline,ORD-00598,east,android,new_user,0,0,1,0,0,0,0,1
baseline,ORD-00599,east,web,casual,0,0,1,0,0,0,0,1
baseline,ORD-00600,east,ios,power_user,0,0,1,0,0,0,0,1
baseline,ORD-00601,east,android,new_user,1,1,1,1,1,1,1,1
baseline,ORD-00602,east,web,casual,1,0,1,1,1,1,1,1
baseline,ORD-00603,east,ios,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00604,east,android,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00605,east,web,casual,0,1,1,1,1,1,1,1
baseline,ORD-00606,east,ios,power_user,1,0,1,1,1,1,1,1
baseline,ORD-00607,east,android,new_user,1,0,1,1,1,1,1,1
baseline,ORD-00608,east,web,casual,0,0,1,1,1,1,1,1
baseline,ORD-00609,east,ios,power_user,0,1,1,1,1,1,1,1
baseline,ORD-00610,east,android,new_user,0,0,1,1,1,1,0,1
baseline,ORD-00611,east,web,casual,1,0,1,1,1,1,0,1
baseline,ORD-00612,east,ios,power_user,1,0,1,1,1,1,0,1
baseline,ORD-00613,east,android,new_user,0,1,1,1,1,1,0,1
baseline,ORD-00614,east,web,casual,0,0,1,1,1,1,1,1
baseline,ORD-00615,east,ios,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00616,east,android,new_user,1,0,1,1,1,1,1,1
baseline,ORD-00617,east,web,casual,1,1,1,1,1,1,1,1
baseline,ORD-00618,east,ios,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00619,east,android,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00620,east,web,casual,0,0,1,1,1,0,0,1
baseline,ORD-00621,east,ios,power_user,1,1,1,1,1,0,0,1
baseline,ORD-00622,east,android,new_user,1,0,1,1,1,0,0,1
baseline,ORD-00623,east,web,casual,0,0,1,1,1,0,0,1
baseline,ORD-00624,east,ios,power_user,0,0,1,1,1,0,0,1
baseline,ORD-00625,east,android,new_user,0,1,1,1,1,0,0,1
baseline,ORD-00626,east,web,casual,1,0,1,1,1,1,1,1
baseline,ORD-00627,east,ios,power_user,1,0,1,1,1,1,1,1
baseline,ORD-00628,east,android,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00629,east,web,casual,0,1,1,1,1,1,1,1
baseline,ORD-00630,east,ios,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00631,east,android,new_user,1,0,1,1,1,1,1,1
baseline,ORD-00632,east,web,casual,1,0,1,1,1,1,1,1
baseline,ORD-00633,east,ios,power_user,0,1,1,1,1,1,1,1
baseline,ORD-00634,east,android,new_user,0,0,1,1,1,1,0,1
baseline,ORD-00635,east,web,casual,0,0,1,1,1,1,0,1
baseline,ORD-00636,east,ios,power_user,1,0,1,1,1,1,0,1
baseline,ORD-00637,east,android,new_user,1,1,1,1,1,1,0,1
baseline,ORD-00638,east,web,casual,0,0,1,1,0,0,0,1
baseline,ORD-00639,east,ios,power_user,0,0,1,1,0,0,0,1
baseline,ORD-00640,east,android,new_user,0,0,1,1,0,0,0,1
baseline,ORD-00641,east,web,casual,1,1,1,1,0,0,0,1
baseline,ORD-00642,east,ios,power_user,1,0,1,1,0,0,0,1
baseline,ORD-00643,east,android,new_user,0,0,1,1,0,0,0,1
baseline,ORD-00644,east,web,casual,0,0,1,1,0,0,0,1
baseline,ORD-00645,east,ios,power_user,0,1,1,1,0,0,0,1
baseline,ORD-00646,east,android,new_user,1,0,1,0,0,0,0,1
baseline,ORD-00647,east,web,casual,1,0,1,0,0,0,0,1
baseline,ORD-00648,east,ios,power_user,0,0,1,0,0,0,0,1
baseline,ORD-00649,east,android,new_user,0,1,1,0,0,0,0,1
baseline,ORD-00650,east,web,casual,0,0,1,0,0,0,0,1
baseline,ORD-00651,east,ios,power_user,1,0,1,1,1,1,1,1
baseline,ORD-00652,east,android,new_user,1,0,1,1,1,1,1,1
baseline,ORD-00653,east,web,casual,0,1,1,1,1,1,1,1
baseline,ORD-00654,east,ios,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00655,east,android,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00656,east,web,casual,1,0,1,1,1,1,1,1
baseline,ORD-00657,east,ios,power_user,1,1,1,1,1,1,1,1
baseline,ORD-00658,east,android,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00659,east,web,casual,0,0,1,1,1,1,0,1
baseline,ORD-00660,east,ios,power_user,0,0,1,1,1,1,0,1
baseline,ORD-00661,east,android,new_user,1,1,1,1,1,1,0,1
baseline,ORD-00662,east,web,casual,1,0,1,1,1,1,0,1
baseline,ORD-00663,east,ios,power_user,0,0,1,1,1,1,0,1
baseline,ORD-00664,east,android,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00665,east,web,casual,0,1,1,1,1,1,1,1
baseline,ORD-00666,east,ios,power_user,1,0,1,1,1,1,1,1
baseline,ORD-00667,east,android,new_user,1,0,1,1,1,1,1,1
baseline,ORD-00668,east,web,casual,0,0,1,1,1,1,1,1
baseline,ORD-00669,east,ios,power_user,0,1,1,1,1,1,1,1
baseline,ORD-00670,east,android,new_user,0,0,1,1,1,0,0,1
baseline,ORD-00671,east,web,casual,1,0,1,1,1,0,0,1
baseline,ORD-00672,east,ios,power_user,1,0,1,1,1,0,0,1
baseline,ORD-00673,east,android,new_user,0,1,1,1,1,0,0,1
baseline,ORD-00674,east,web,casual,0,0,1,1,1,0,0,1
baseline,ORD-00675,east,ios,power_user,0,0,1,1,1,0,0,1
baseline,ORD-00676,east,android,new_user,1,0,1,1,1,1,1,1
baseline,ORD-00677,east,web,casual,1,1,1,1,1,1,1,1
baseline,ORD-00678,east,ios,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00679,east,android,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00680,east,web,casual,0,0,1,1,1,1,1,1
baseline,ORD-00681,east,ios,power_user,1,1,1,1,1,1,1,1
baseline,ORD-00682,east,android,new_user,1,0,1,1,1,1,1,1
baseline,ORD-00683,east,web,casual,0,0,1,1,1,1,1,1
baseline,ORD-00684,east,ios,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00685,east,android,new_user,0,1,1,1,1,1,0,1
baseline,ORD-00686,east,web,casual,1,0,1,1,1,1,0,1
baseline,ORD-00687,east,ios,power_user,1,0,1,1,1,1,0,1
baseline,ORD-00688,east,android,new_user,0,0,1,1,0,0,0,1
baseline,ORD-00689,east,web,casual,0,1,1,1,0,0,0,1
baseline,ORD-00690,east,ios,power_user,0,0,1,1,0,0,0,1
baseline,ORD-00691,east,android,new_user,1,0,1,1,0,0,0,1
baseline,ORD-00692,east,web,casual,1,0,1,1,0,0,0,1
baseline,ORD-00693,east,ios,power_user,0,1,1,1,0,0,0,1
baseline,ORD-00694,east,android,new_user,0,0,1,1,0,0,0,1
baseline,ORD-00695,east,web,casual,0,0,1,1,0,0,0,1
baseline,ORD-00696,east,ios,power_user,1,0,1,0,0,0,0,1
baseline,ORD-00697,east,android,new_user,1,1,1,0,0,0,0,1
baseline,ORD-00698,east,web,casual,0,0,1,0,0,0,0,1
baseline,ORD-00699,east,ios,power_user,0,0,1,0,0,0,0,1
baseline,ORD-00700,east,android,new_user,0,0,1,0,0,0,0,1
baseline,ORD-00701,east,web,casual,1,1,1,1,1,1,1,1
baseline,ORD-00702,east,ios,power_user,1,0,1,1,1,1,1,1
baseline,ORD-00703,east,android,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00704,east,web,casual,0,0,1,1,1,1,1,1
baseline,ORD-00705,east,ios,power_user,0,1,1,1,1,1,1,1
baseline,ORD-00706,east,android,new_user,1,0,1,1,1,1,1,1
baseline,ORD-00707,east,web,casual,1,0,1,1,1,1,1,1
baseline,ORD-00708,east,ios,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00709,east,android,new_user,0,1,1,1,1,1,0,1
baseline,ORD-00710,east,web,casual,0,0,1,1,1,1,0,1
baseline,ORD-00711,east,ios,power_user,1,0,1,1,1,1,0,1
baseline,ORD-00712,east,android,new_user,1,0,1,1,1,1,0,1
baseline,ORD-00713,east,web,casual,0,1,1,1,1,1,0,1
baseline,ORD-00714,east,ios,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00715,east,android,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00716,east,web,casual,1,0,1,1,1,1,1,1
baseline,ORD-00717,east,ios,power_user,1,1,1,1,1,1,1,1
baseline,ORD-00718,east,android,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00719,east,web,casual,0,0,1,1,1,1,1,1
baseline,ORD-00720,east,ios,power_user,0,0,1,1,1,0,0,1
baseline,ORD-00721,east,android,new_user,1,1,1,1,1,0,0,1
baseline,ORD-00722,east,web,casual,1,0,1,1,1,0,0,1
baseline,ORD-00723,east,ios,power_user,0,0,1,1,1,0,0,1
baseline,ORD-00724,east,android,new_user,0,0,1,1,1,0,0,1
baseline,ORD-00725,east,web,casual,0,1,1,1,1,0,0,1
baseline,ORD-00726,east,ios,power_user,1,0,1,1,1,1,1,1
baseline,ORD-00727,east,android,new_user,1,0,1,1,1,1,1,1
baseline,ORD-00728,east,web,casual,0,0,1,1,1,1,1,1
baseline,ORD-00729,east,ios,power_user,0,1,1,1,1,1,1,1
baseline,ORD-00730,east,android,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00731,east,web,casual,1,0,1,1,1,1,1,1
baseline,ORD-00732,east,ios,power_user,1,0,1,1,1,1,1,1
baseline,ORD-00733,east,android,new_user,0,1,1,1,1,1,1,1
baseline,ORD-00734,east,web,casual,0,0,1,1,1,1,0,1
baseline,ORD-00735,east,ios,power_user,0,0,1,1,1,1,0,1
baseline,ORD-00736,east,android,new_user,1,0,1,1,1,1,0,1
baseline,ORD-00737,east,web,casual,1,1,1,1,1,1,0,1
baseline,ORD-00738,east,ios,power_user,0,0,1,1,0,0,0,1
baseline,ORD-00739,east,android,new_user,0,0,1,1,0,0,0,1
baseline,ORD-00740,east,web,casual,0,0,1,1,0,0,0,1
baseline,ORD-00741,east,ios,power_user,1,1,1,1,0,0,0,1
baseline,ORD-00742,east,android,new_user,1,0,1,1,0,0,0,1
baseline,ORD-00743,east,web,casual,0,0,1,1,0,0,0,1
baseline,ORD-00744,east,ios,power_user,0,0,1,1,0,0,0,1
baseline,ORD-00745,east,android,new_user,0,1,1,1,0,0,0,1
baseline,ORD-00746,east,web,casual,1,0,1,0,0,0,0,1
baseline,ORD-00747,east,ios,power_user,1,0,1,0,0,0,0,1
baseline,ORD-00748,east,android,new_user,0,0,1,0,0,0,0,1
baseline,ORD-00749,east,web,casual,0,1,1,0,0,0,0,1
baseline,ORD-00750,east,ios,power_user,0,0,1,0,0,0,0,1
baseline,ORD-00751,west,ios,new_user,1,1,1,1,1,1,1,1
baseline,ORD-00752,west,android,casual,1,0,1,1,1,1,1,1
baseline,ORD-00753,west,web,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00754,west,ios,new_user,0,0,1,1,1,1,0,1
baseline,ORD-00755,west,android,casual,0,1,1,1,1,1,0,1
baseline,ORD-00756,west,web,power_user,1,0,1,1,1,1,0,1
baseline,ORD-00757,west,ios,new_user,1,0,1,1,1,0,0,1
baseline,ORD-00758,west,android,casual,0,0,1,1,1,0,0,1
baseline,ORD-00759,west,web,power_user,0,1,1,1,1,0,0,1
baseline,ORD-00760,west,ios,new_user,0,0,1,1,1,0,0,1
baseline,ORD-00761,west,android,casual,1,0,1,1,1,0,0,1
baseline,ORD-00762,west,web,power_user,1,0,1,1,1,0,0,1
baseline,ORD-00763,west,ios,new_user,0,1,1,1,1,0,0,1
baseline,ORD-00764,west,android,casual,0,0,1,1,0,0,0,1
baseline,ORD-00765,west,web,power_user,0,0,1,1,0,0,0,1
baseline,ORD-00766,west,ios,new_user,1,0,1,1,0,0,0,1
baseline,ORD-00767,west,android,casual,1,1,1,1,0,0,0,1
baseline,ORD-00768,west,web,power_user,0,0,1,1,0,0,0,1
baseline,ORD-00769,west,ios,new_user,0,0,1,1,0,0,0,1
baseline,ORD-00770,west,android,casual,0,0,1,1,0,0,0,1
baseline,ORD-00771,west,web,power_user,1,1,1,0,0,0,0,1
baseline,ORD-00772,west,ios,new_user,1,0,1,0,0,0,0,1
baseline,ORD-00773,west,android,casual,0,0,1,0,0,0,0,1
baseline,ORD-00774,west,web,power_user,0,0,1,0,0,0,0,1
baseline,ORD-00775,west,ios,new_user,0,1,1,0,0,0,0,1
baseline,ORD-00776,west,android,casual,1,0,1,1,1,1,1,1
baseline,ORD-00777,west,web,power_user,1,0,1,1,1,1,1,1
baseline,ORD-00778,west,ios,new_user,0,0,1,1,1,1,0,1
baseline,ORD-00779,west,android,casual,0,1,1,1,1,1,0,1
baseline,ORD-00780,west,web,power_user,0,0,1,1,1,1,0,1
baseline,ORD-00781,west,ios,new_user,1,0,1,1,1,1,0,1
baseline,ORD-00782,west,android,casual,1,0,1,1,1,0,0,1
baseline,ORD-00783,west,web,power_user,0,1,1,1,1,0,0,1
baseline,ORD-00784,west,ios,new_user,0,0,1,1,1,0,0,1
baseline,ORD-00785,west,android,casual,0,0,1,1,1,0,0,1
baseline,ORD-00786,west,web,power_user,1,0,1,1,1,0,0,1
baseline,ORD-00787,west,ios,new_user,1,1,1,1,1,0,0,1
baseline,ORD-00788,west,android,casual,0,0,1,1,1,0,0,1
baseline,ORD-00789,west,web,power_user,0,0,1,1,1,1,1,1
baseline,ORD-00790,west,ios,new_user,0,0,1,1,1,1,1,1
baseline,ORD-00791,west,android,casual,1,1,1,1,1,1,0,1
baseline,ORD-00792,west,web,power_user,1,0,1,1,1,1,0,1
baseline,ORD-00793,west,ios,new_user,0,0,1,1,1,1,0,1
baseline,ORD-00794,west,android,casual,0,0,1,1,1,1,0,1
